field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
BB 86.03,Brian Francis Bates,pilosocereus pachycladus,"near Jacarezinho, Bahia, Brazil",845m,16/05/1999,NA,bcss,"Jacarezinho, Bahia, Brazil",direct,-15.1044714,-39.8041366
BB 89.01,Brian Francis Bates,pilosocereus pachycladus,"Seabra, Bahia, Brazil",1300m,19/05/1999,NA,bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
BB 90.02,Brian Francis Bates,pilosocereus pachycladus,"West of Seabra, Bahia, Brazil",19/05/1999,19/05/1999,NA,bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
BB 91.02,Brian Francis Bates,pilosocereus pachycladus,"West of Seabra, Bahia, Brazil",900m,19/05/1999,NA,bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
BB 92.01,Brian Francis Bates,pilosocereus pachycladus,"East of Seabra, Bahia, Brazil",780m,19/05/1999,NA,bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
BB 94.02,Brian Francis Bates,pilosocereus pachycladus,"Mucugê, Bahia, Brazil",1075m,20/05/1999,NA,bcss,"Mucugê, Bahia, Brazil",direct,-13.0053,-41.370271
BB 96.05,Brian Francis Bates,pilosocereus pachycladus,"Rio de Contas near waterfall, Bahia, Brazil",925m,21/05/1999,NA,bcss,"Rio de Contas, Bahia, Brazil",direct,-13.5803333,-41.8112152
BB 96.05,Brian Francis Bates,pilosocereus pachycladus,"Rio de Contas near waterfall, Bahia, Brazil",925m,21/05/1999,NA,bcss,"Rio de Contas, Bahia, Brazil",direct,-13.5803333,-41.8112152
BB 99.07,Brian Francis Bates,pilosocereus pachycladus,"Brumado, Bahia, Brazil",650m,23/05/1999,NA,bcss,"Brumado, Bahia, Brazil",direct,-14.2025099,-41.6701307
CS 153.3,Chris Sherrah,pilosocereus pachycladus,"Sobradinho 1, Bahia, Brasil",389m,20/10/2007,NA,bcss,"Sobradinho, Bahia, Brazil",direct,-9.469775,-40.7957473
CS 155.1_71,Chris Sherrah,pilosocereus pachycladus,"South of Massaroca Hwy 407, Bahia, Brasil, Bahia, Brasil",592m,21/10/2007,NA,bcss,"Massaroca, Bahia, Brazil",direct,-9.876159,-40.286779
CS 177.3,Chris Sherrah,pilosocereus pachycladus,"Barrieras, Bahia, Brasil",10/11/2007,10/11/2007,NA,bcss,"Barreiras, Bahia, Brazil",direct,-12.1440031,-44.9967406
CS 178.2,Chris Sherrah,pilosocereus pachycladus,"America Dourada, Bahia, Brasil",879m,10/11/2007,NA,bcss,"America Dourada, Bahia, Brazil",direct,-11.3998963,-41.5247219
CS 180.2,Chris Sherrah,pilosocereus pachycladus,"America Dourada, Bahia, Brasil",882m,01/12/2009,near BB85 location,bcss,"America Dourada, Bahia, Brazil",direct,-11.3998963,-41.5247219
CS 357.1,Chris Sherrah,pilosocereus pachycladus,"Itinga, Minas Gerais, Brasil",300m,18/11/2009,BB109 location,bcss,"Itinga, Minas Gerais, Brazil",direct,-16.6066757,-41.7702077
CS 358.1_115,Chris Sherrah,pilosocereus pachycladus,"Itinga 2, Minas Gerais, Brasil",300m,18/11/2009,BB110 location,bcss,"Itinga, Minas Gerais, Brazil",direct,-16.6066757,-41.7702077
CS 363.1_122,Chris Sherrah,pilosocereus pachycladus,"Pedra Azul 4, Minas Gerais, Brasil",670m,19/11/2009,NA,bcss,"Pedra Azul, Minas Gerais, Brazil",direct,-16.0058567,-41.2793731
CS 369.2_131,Chris Sherrah,pilosocereus pachycladus,"Serra Escura, Bahia, Brasil",620m,23/11/2009,NA,bcss,"Serra Escura, Bahia, Brazil",direct,-12.7704741,-41.4032006
CS 370.3,Chris Sherrah,pilosocereus pachycladus,"Brumado, Bahia, Brasil",650m,24/11/2009,BB99 location,bcss,"Brumado, Bahia, Brazil",direct,-14.2025099,-41.6701307
CS 371.3,Chris Sherrah,pilosocereus pachycladus,"Rio de Contas, Bahia, Brasil",925m,24/11/2009,BB096 location,bcss,"Rio de Contas, Bahia, Brazil",direct,-13.5803333,-41.8112152
CS 374.3,Chris Sherrah,pilosocereus pachycladus,"Porto Novo, Bahia, Brasil",498m,27/11/2009,NA,bcss,"Porto Novo, Bahia, Brazil",direct,-13.1573721,-43.8707923
CS 377.2,Chris Sherrah,pilosocereus pachycladus,"Seabra, Bahia, Brasil",1129m,30/11/2009,near BB89 location,bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
CS 380.3,Chris Sherrah,pilosocereus pachycladus,"Capim Grosso, Bahia, Brasil",392m,03/12/2009,NA,bcss,"Capim Grosso, Bahia, Brazil",direct,-11.379428,-40.0115228
CS 383.9,Chris Sherrah,pilosocereus pachycladus,"Delfino, Bahia, Brasil",624m,05/12/2009,NA,bcss,"Delfino, Bahia, Brazil",direct,-10.4966113,-41.1048995
CS 385.3,Chris Sherrah,pilosocereus pachycladus,"Rio Morim Mimoso, Bahia, Brasil",1226m,05/12/2009,NA,bcss,"Rio Morim Mimoso, Bahia, Brazil",direct,-11.65531,-38.48586
CS 386.1_154,Chris Sherrah,pilosocereus pachycladus v. pernambucoensis,"Paulo Alfonso, Alagoas, Brasil",306m,07/12/2009,NA,bcss,"Paulo Afonso, Bahia, Brazil",direct,-9.3998562,-38.2172818
FR 1223,Friedrich Ritter,pilosocereus pachycladus,"Urandi, Bahia, Brazil",seed,seed,seed,bcss,"Urandi, Bahia, Brazil",direct,-14.7680766,-42.6573988
FR 1223,Friedrich Ritter,pilosocereus pachycladus,"Below Monte Azul, Minas Gerais, Brazil",seed,seed,seed,bcss,"Monte Azul, Minas Gerais, Brazil",direct,-15.1531999,-42.8711742
FR 1290,Friedrich Ritter,pilosocereus pachycladus,Brazil,= FR1223,= FR1223,= FR1223,bcss,Brazil,direct,-10.3333333,-53.2
GBG 81/118,German Brazil Group,pilosocereus pachycladus,"Mato Verde to Rio Pardo de Minas, Minas Gerais, Brazil",1981/08,1981/08,=GH118,bcss,"Mato Verde, Minas Gerais, Brazil",direct,-15.3942731,-42.8624286
GBG 81/134a,German Brazil Group,pilosocereus pachycladus,"Lecinho de Almerida to Caetité, Bahia, Brazil",1981/08/17,1981/08/17,=GH134a,bcss,"Caetité, Bahia, Brazil",direct,-14.0691776,-42.4852428
GBG 88/401,German Brazil Group,pilosocereus pachycladus,"Brejinho das Amethistas, Bahia, Brazil",1988,1988,"=HU421, GH401, UES52",bcss,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
GBG 88/421,German Brazil Group,pilosocereus pachycladus,"Mucugê, Bahia, Brazil",1988,1988,"=HU891, GH421, UES77",bcss,"Mucugê, Bahia, Brazil",direct,-13.0053,-41.370271
GBG 88/445,German Brazil Group,pilosocereus pachycladus,"Seabra, Bahia, Brazil",1988,1988,"=HU906, GH445, UES102",bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
GC 1007.01,Graham Charles,pilosocereus pachycladus,West of Morro do Chapéu,NA,NA,NA,bcss,Morro do Chapéu,direction_only,-11.5500293,-41.1570248
GC 1008.07,Graham Charles,pilosocereus pachycladus,San Rafael,NA,NA,NA,bcss,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
GC 1009.03,Graham Charles,pilosocereus pachycladus,North of Gruta dos Brejões,NA,NA,NA,bcss,Gruta dos Brejões,direction_only,-11.007223,-41.4345838
GC 1013.06,Graham Charles,pilosocereus pachycladus,West of Seabra,NA,NA,NA,bcss,Seabra,direction_only,-12.4172071,-41.772051
GC 1014.06,Graham Charles,pilosocereus pachycladus,Porta Nova,NA,NA,NA,bcss,"Porta Nova, Brazil",direct,-23.520059,-46.6650165
GC 1015.06,Graham Charles,pilosocereus pachycladus,Porta Nova,NA,NA,NA,bcss,"Porta Nova, Brazil",direct,-23.520059,-46.6650165
GC 1017.05,Graham Charles,pilosocereus pachycladus,Iuiú,NA,NA,NA,bcss,"Iuiú, Bahia, Brazil",direct,-14.4113008,-43.5508641
GC 1018.02,Graham Charles,pilosocereus pachycladus,Caetité,NA,NA,NA,bcss,"Caetité, Bahia, Brazil",direct,-14.0691776,-42.4852428
GC 1019.05,Graham Charles,pilosocereus pachycladus,Brejinho das Ametistas,NA,NA,NA,bcss,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
GC 1020.07,Graham Charles,pilosocereus pachycladus,North of Licinio de Almeida,NA,NA,NA,bcss,"Licinio de Almeida, Bahia, Brazil",direction_only,-14.6835152,-42.5064545
GC 1021.06,Graham Charles,pilosocereus pachycladus,Serra Escura,NA,NA,NA,bcss,"Serra Escura, Bahia, Brazil",direct,-12.7704741,-41.4032006
GC 1026.06,Graham Charles,pilosocereus pachycladus,Pedra Azul,cenepequei,cenepequei,cenepequei,bcss,"Pedra Azul, Minas Gerais, Brazil",direct,-16.0058567,-41.2793731
GC 1027.05,Graham Charles,pilosocereus pachycladus,East of Montes Claros,cenepequei,cenepequei,cenepequei,bcss,"Montes Claros, Minas Gerais, Brazil",direction_only,-16.7495727,-43.8687268
GC 1032.05,Graham Charles,pilosocereus pachycladus,East of Mato Verde,NA,NA,NA,bcss,"Mato Verde, Minas Gerais, Brazil",direction_only,-15.3942731,-42.8624286
GC 352.1,Graham Charles,pilosocereus pachycladus,West of Morro do Chapéu,NA,NA,NA,bcss,Morro do Chapéu,direction_only,-11.5500293,-41.1570248
GC 353.06,Graham Charles,pilosocereus pachycladus,San Rafael,NA,NA,NA,bcss,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
GC 354.05,Graham Charles,pilosocereus pachycladus,West of Morro do Chapéu,NA,NA,NA,bcss,Morro do Chapéu,direction_only,-11.5500293,-41.1570248
GC 358.03,Graham Charles,pilosocereus pachycladus,Vargea Nova,NA,NA,NA,bcss,"Várzea Nova, Bahia, Brazil",direct,-11.2527934,-40.9456569
GC 368.05,Graham Charles,pilosocereus pachycladus,West of Petrolina,NA,NA,NA,bcss,"Petrolina, Pernambuco, Brazil",direction_only,-9.3817334,-40.4968875
GC 369.04,Graham Charles,pilosocereus pachycladus,South of Sento Sé,NA,NA,NA,bcss,"Sento Sé, Bahia, Brazil",direction_only,-9.7406436,-41.8830056
GC 370.03,Graham Charles,pilosocereus pachycladus,South of Sento Sé,NA,NA,NA,bcss,"Sento Sé, Bahia, Brazil",direction_only,-9.7406436,-41.8830056
GC 371.04,Graham Charles,pilosocereus pachycladus,South of Sento Sé,NA,NA,NA,bcss,"Sento Sé, Bahia, Brazil",direction_only,-9.7406436,-41.8830056
GC 378.03,Graham Charles,pilosocereus pachycladus,Xiche Xiche,NA,NA,NA,bcss,"Xique-Xique, Bahia, Brazil",direct,-10.8217193,-42.7265689
GC 380.06,Graham Charles,pilosocereus pachycladus,Mata dos Mendes,NA,NA,NA,bcss,"Mata dos Mendes, Bahia, Brazil",direct,-12.4254259,-41.9948939
GC 381.04,Graham Charles,pilosocereus pachycladus,Piaté,NA,NA,NA,bcss,"Piatã, Bahia, Brazil",direct,-13.1535638,-41.7743761
GC 492.06,Graham Charles,pilosocereus pachycladus,West of Itaobim,woolly,woolly,woolly,bcss,"Itaobim, Minas Gerais, Brazil",direction_only,-16.5614934,-41.502275
GC 516.05,Graham Charles,pilosocereus pachycladus,East of Mato Verde,NA,NA,NA,bcss,"Mato Verde, Minas Gerais, Brazil",direction_only,-15.3942731,-42.8624286
GC 519.06,Graham Charles,pilosocereus pachycladus,North of Licinio de Armeida,NA,NA,NA,bcss,"Licinio de Almeida, Bahia, Brazil",direction_only,-14.6835152,-42.5064545
GC 520.04,Graham Charles,pilosocereus pachycladus,South-West of Brejinho das Ametistas,NA,NA,NA,bcss,"Brejinho das Ametistas, Bahia, Brazil",direction_only,-14.2868643,-42.5140263
GC 522.09,Graham Charles,pilosocereus pachycladus,Porto Novo,NA,NA,NA,bcss,"Porto Novo, Bahia, Brazil",direct,-13.1573721,-43.8707923
GC 524.06,Graham Charles,pilosocereus pachycladus,West of Seabra,NA,NA,NA,bcss,Seabra,direction_only,-12.4172071,-41.772051
GC 527.06,Graham Charles,pilosocereus pachycladus,North of Morro do Chapéu,NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GC 529.1,Graham Charles,pilosocereus pachycladus,North of Morro do Chapéu,NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GC 643.07,Graham Charles,pilosocereus pachycladus,San Rafael,NA,NA,NA,bcss,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
GC 644.05,Graham Charles,pilosocereus pachycladus,San Rafael,NA,NA,NA,bcss,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
GC 645.1,Graham Charles,pilosocereus pachycladus,Morro do Chapéu,NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
GC 649.03,Graham Charles,pilosocereus pachycladus,Gruta dos Brejões,NA,NA,NA,bcss,"Gruta dos Brejões, Bahia, Brazil",direct,-11.0072231,-41.4345838
GC 656.04,Graham Charles,pilosocereus pachycladus,Road to Barra,NA,NA,NA,bcss,"Barra, Bahia, Brazil",direct,-11.0891794,-43.1414512
GC 667.06,Graham Charles,pilosocereus pachycladus,Porta Nova,NA,NA,NA,bcss,"Porta Nova, Brazil",direct,-23.520059,-46.6650165
GC 668.06,Graham Charles,pilosocereus pachycladus,Porta Nova,NA,NA,NA,bcss,"Porta Nova, Brazil",direct,-23.520059,-46.6650165
GC 670.05,Graham Charles,pilosocereus pachycladus,Iuiú,NA,NA,NA,bcss,"Iuiú, Bahia, Brazil",direct,-14.4113008,-43.5508641
GC 671.02,Graham Charles,pilosocereus pachycladus,Caetité,NA,NA,NA,bcss,"Caetité, Bahia, Brazil",direct,-14.0691776,-42.4852428
GC 672.04,Graham Charles,pilosocereus pachycladus,Brejinho das Ametistas,NA,NA,NA,bcss,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
GC 673.06,Graham Charles,pilosocereus pachycladus,North of Licinio de Almeida,NA,NA,NA,bcss,"Licinio de Almeida, Bahia, Brazil",direction_only,-14.6835152,-42.5064545
GC 674.05,Graham Charles,pilosocereus pachycladus,East of Mato Verde,NA,NA,NA,bcss,"Mato Verde, Minas Gerais, Brazil",direction_only,-15.3942731,-42.8624286
GC 675.02,Graham Charles,pilosocereus pachycladus,Barrocão,NA,NA,NA,bcss,"Barrocão, Bahia, Brazil",direct,-10.6953606,-38.5361361
GC 678.06,Graham Charles,pilosocereus pachycladus,West of Pedra Azul,NA,NA,NA,bcss,"Pedra Azul, Minas Gerais, Brazil",direction_only,-16.0058567,-41.2793731
GC 685.05,Graham Charles,pilosocereus pachycladus,Sussuarana,NA,NA,NA,bcss,"Sussuarana, Bahia, Brazil",direct,-14.1598189,-41.2063284
GD 102-4,Gérard Delanoy,pilosocereus pachycladus,"Serra Obscura, East of Sussuarana, Bahia, Brazil",NA,NA,NA,bcss,"Sussuarana, Bahia, Brazil",direction_only,-14.1598189,-41.2063284
GD 22-2,Gérard Delanoy,pilosocereus pachycladus,"BA426, South-West Morro de Chapeu, Bahia, Brazil",NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 22-5,Gérard Delanoy,pilosocereus pachycladus,"Road leaving BR052, returning towards Morro de Chapeu, Bahia, Brazil",NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
GD 24-8,Gérard Delanoy,pilosocereus pachycladus,"BA426, South-West Morro de Chapeu, Bahia, Brazil",NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 27-3,Gérard Delanoy,pilosocereus pachycladus,"Lagedo Bordado, North Morro de Chapeu, Bahia, Brazil",NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 28-2,Gérard Delanoy,pilosocereus pachycladus,"Lagedo Bordado, North Morro de Chapeu, Bahia, Brazil",NA,NA,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 47a-3,Gérard Delanoy,pilosocereus pachycladus,"Palmeira dos Mendes, 55km before Seabra, Bahia, Brazil",NA,NA,NA,bcss,"Seabra, Bahia, Brazil",offset_adjusted,-12.416737015594226,-42.27852485317287
GD 47b-2,Gérard Delanoy,pilosocereus pachycladus,"Palmeira dos Mendes, 55km before Seabra, Bahia, Brazil",NA,NA,NA,bcss,"Seabra, Bahia, Brazil",offset_adjusted,-12.416737015594226,-42.27852485317287
GD 51-4,Gérard Delanoy,pilosocereus pachycladus,"15km North of Porto-Novo, Bahia, Brazil",NA,NA,NA,bcss,"Porto Novo, Bahia, Brazil",offset_adjusted,-13.022473859112187,-43.8707923
GD 54-2,Gérard Delanoy,pilosocereus pachycladus,"20km South of Iulu, Bahia, Brazil",NA,NA,NA,bcss,"Iuiu, Bahia, Brazil",offset_adjusted,-14.591165121183744,-43.5508641
GD 57-3,Gérard Delanoy,pilosocereus pachycladus,"BR030, 5km after Guanambi, Bahia, Brazil",NA,NA,NA,bcss,"Guanambi, Bahia, Brazil",offset_adjusted,-14.22306152761332,-42.73355496542476
GD 58-2,Gérard Delanoy,pilosocereus pachycladus,"South of Caitité, road towards Brejinho das Amethystas, Bahia, Brazil",NA,NA,NA,bcss,"Caetité, Bahia, Brazil",direction_only,-14.0691776,-42.4852428
GD 59-3,Gérard Delanoy,pilosocereus pachycladus,"Brejinho das Amethystas, Bahia, Brazil",NA,NA,NA,bcss,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
GD 60-4,Gérard Delanoy,pilosocereus pachycladus,"after Jurema, Bahia, Brazil",NA,NA,NA,bcss,"Jurema, Bahia, Brazil",direct,-14.8663583,-40.8475754
GD 64-3,Gérard Delanoy,pilosocereus pachycladus,"5km after GD63, Minas Gerais, Brazil",NA,NA,NA,bcss,"Minas Gerais, Brazil",offset_adjusted,-18.481518319704065,-44.1588654
GH 118,Gerhard Heimken,pilosocereus pachycladus,"Mato Verde to Rio Pardo de Minas, Minas Gerais, Brazil",1981/08,1981/08,NA,bcss,"Mato Verde, Minas Gerais, Brazil",direct,-15.3942731,-42.8624286
GH 134a,Gerhard Heimken,pilosocereus pachycladus,"Lecinho de Almerida to Caetité, Bahia, Brazil",1981/08/17,1981/08/17,NA,bcss,"Caetité, Bahia, Brazil",direct,-14.0691776,-42.4852428
GJA 7.13,Gérard Ardisson,pilosocereus pachycladus,"America Dourada, Bahia, Brazil",May-07,May-07,NA,bcss,"América Dourada, Bahia, Brazil",direct,-11.3998963,-41.5247219
GJA 7.37,Gérard Ardisson,pilosocereus pachycladus,"Morro do Chapeu, Bahia, Brazil",May-07,May-07,NA,bcss,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
HU 147,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus ssp. pachycladus,"North of Serra do Cabral, Minas Gerais, Brazil",9/9/1985,9/9/1985,= P. glaucescens?,bcss,"Serra do Cabral, Minas Gerais, Brazil",direction_only,-17.8281736,-44.4125697
HU 1756,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus ssp. pernambucoensis,"Alto Alegre, Piaui, Brazil",NA,NA,NA,bcss,"Alto Alegre, Piauí, Brazil",direct,-5.0404731,-42.8239201
HU 1944,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"behind Cabeluda, Bahia, Brazil","= AH436, GC367.04","= AH436, GC367.04","= AH436, GC367.04",bcss,"Cabeluda, Bahia, Brazil",direct,-9.9772624,-41.3454635
HU 402,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"Municipio Espinosa, Minas Gerais, Brazil",NA,NA,NA,bcss,"Espinosa, Minas Gerais, Brazil",direct,-14.9042986,-42.7929277
HU 421,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"Brejinho das Amethistas, Bahia, Brazil",NA,NA,NA,bcss,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
HU 421a,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"Minas Gerais and Bahia, Brazil",NA,NA,NA,bcss,NA,llm_approximate,-15,-43
HU 477,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus ssp. pernambucoensis,"Parnamirim road, BR 232, Pernambuco, Brazil",1985,1985,NA,bcss,"Parnamirim, Pernambuco, Brazil",direct,-8.0913471,-39.5778505
HU 714,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"18 km East of Rio Sao Joao, Minas Gerais, Brazil",5/9/1985,5/9/1985,= P. cyaneus according to DW,bcss,"Rio São João, Minas Gerais, Brazil",offset_adjusted,-20.662656960142144,-46.644646687273436
HU 891,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"MucugÍ, Bahia, Brazil",NA,NA,NA,bcss,"Mucugê, Bahia, Brazil",direct,-13.0053,-41.370271
HU 906,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus,"Seabra, Bahia, Brazil",NA,NA,NA,bcss,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
HU 921,"Leopoldo Horst,, later, Kurt-Ingo Horst",pilosocereus pachycladus ssp. pernambucoensis,"Tanquinho, Bahia, Brazil",NA,NA,NA,bcss,"Tanquinho, Bahia, Brazil",direct,-11.9747061,-39.1057638
MZ 1632,Milan Zachar,pilosocereus pachycladus,"Stop II, Mato Verde Minas Gerais, Brazil",NA,NA,NA,bcss,"Mato Verde, Minas Gerais, Brazil",direct,-15.3942731,-42.8624286
NPT 1375,Nigel Paul Taylor,pilosocereus pachycladus,"Maçaroca to Barrinha, border with Municipio Juazeiro towards Senhor do Bonfim, Bahia, Brazil",470m,8/1/1991,NA,bcss,"Juazeiro, Bahia, Brazil",direct,-9.4336959,-40.5068201
NPT 1398,Nigel Paul Taylor,pilosocereus pachycladus,"Jocobina w 27-28km towards Lajes, Bahia, Brazil",12/1/1991,12/1/1991,NA,bcss,"Jacobina, Bahia, Brazil",offset_adjusted,-11.184705763606754,-40.758605778832376
NPT 1400,Nigel Paul Taylor,pilosocereus pachycladus,"Jocobina w 27km towards Lajes, Bahia, Brazil",12/1/1991,12/1/1991,NA,bcss,"Jacobina, Bahia, Brazil",offset_adjusted,-11.184705763606754,-40.758605778832376
NPT 1406,Nigel Paul Taylor,pilosocereus pachycladus,"Morro do Chapeu w 21km, Bahia, Brazil",13/1/1991,13/1/1991,NA,bcss,"Morro do Chapéu, Bahia, Brazil",offset_adjusted,-11.549965691485786,-41.34978566850262
NPT 1426,Nigel Paul Taylor,pilosocereus pachycladus,"Santana s 28km, Bahia, Brazil",530m,15/1/1991,NA,bcss,"Santana, Bahia, Brazil",direct,-12.979217,-44.05064
RITT 1223,Friedrich Ritter,pilosocereus pachycladus,"Urandi, Bahia, Brazil",seed,seed,seed,bcss,"Urandi, Bahia, Brazil",direct,-14.7680766,-42.6573988
RITT 1223,Friedrich Ritter,pilosocereus pachycladus,"Below Monte Azul, Minas Gerais, Brazil",seed,seed,seed,bcss,"Monte Azul, Minas Gerais, Brazil",direct,-15.1531999,-42.8711742
RITT 1290,Friedrich Ritter,pilosocereus pachycladus,Brazil,= FR1223,= FR1223,= FR1223,bcss,Brazil,direct,-10.3333333,-53.2
RWB 464,Rudi Werner Büneker,pilosocereus pachycladus,Brazil,NA,NA,NA,bcss,Brazil,direct,-10.3333333,-53.2
AH 323,Andreas Hofacker,Pilosocereus pachycladus,Brazil : Minas Gerais (East of Pedra Azul),NA,1992,NA,clcactus,"Pedra Azul, Minas Gerais, Brazil",direction_only,-16.0058567,-41.2793731
