field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
LAU 1024,Alfred Bernhard Lau,astrophytum myriostigma v. columnare,"Miquihuana, Tamaulipas, Mexico",1900m,22/11/1974,"together with Neolloydia conoidea, Mammillaria candida",bcss,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
LAU 1183,Alfred Bernhard Lau,astrophytum myriostigma v. nudum,"Sierra de Santa Rita-Jauja, San Luis Potosi, Mexico",1600-1800m,17/10/1978,"together with L1184, L1185",bcss,"Sierra de Santa Rita, San Luis Potosí, Mexico",direct,21.519279517486,-99.05610242716
LAU 727,Alfred Bernhard Lau,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",1400m,2/11/1974,"together with L723, L724, L725, L726",bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
LAU 728,Alfred Bernhard Lau,astrophytum myriostigma v. strongylogonum,"Villar, San Luis Potosi, Mexico",1500m,13/11/1974,"together with Gymnocactus knuthianus, Mammillaria aureilanata",bcss,"Villar, San Luis Potosí, Mexico",direct,22.5447768,-100.4666913
LH 836,Ladislav Horáček,astrophytum myriostigma,"San Antonio, Tamaulipas, Mexicó",March 2001,March 2001,NA,bcss,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
LRM 173,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"San Antonio, Tamaulipas, Mexico",2000,2000,NA,bcss,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
LRM 244,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Las Tablas, San Luis Potosí, Mexico",2000,2000,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
LRM 245,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Las Tablas, San Luis Potosí, Mexico",2000,2000,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
LRM 263,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Morita, San Luis Potosí, Mexico",2001,2001,NA,bcss,"Morita, San Luis Potosí, Mexico",direct,22.3589958,-99.8574615
LRM 274,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Presse de Guadalupe, San Luis Potosí, Mexico",2001,2001,NA,bcss,"Presa de Guadalupe, San Luis Potosí, Mexico",direct,22.859444,-100.1508953
LRM 287,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Mamaleon, Tamaulipas, Mexico",2001,2001,NA,bcss,"Mamaleon, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
LRM 348,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Carco Blanco, San Luis Potosí, Mexico",2001,2001,NA,bcss,"Charco Blanco, San Luis Potosí, Mexico",direct,22.6295776,-100.5198234
LRM 422,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Buenavista, San Luis Potosí, Mexico",2002,2002,NA,bcss,"Buenavista, San Luis Potosí, Mexico",direct,22.5968848,-100.1458716
LRM 92,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",astrophytum myriostigma,"Huizache Junction, San Luis Potosí, Mexico",1999,1999,NA,bcss,"Entronque Huizache, San Luis Potosí, Mexico",direct,22.149808894447,-100.90310915881
LS 148,"Alexander Lux, Roman Staník",astrophytum myriostigma,"Presa de Guadelupe, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Presa de Guadalupe, San Luis Potosí, Mexico",direct,22.859444,-100.1508953
MK 114.373,Miloš Kaplan,astrophytum myriostigma,"North of Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direction_only,22.2571034,-99.8613755
MK 15.30,Miloš Kaplan,astrophytum myriostigma v. strongylogonum,"North of Charco Blanco, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Charco Blanco, San Luis Potosí, Mexico",direction_only,22.6295776,-100.5198234
MK 53.169,Miloš Kaplan,astrophytum myriostigma,"East of Eltronque Huizache, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Entronque Huizache, San Luis Potosí, Mexico",direction_only,22.149808894447,-100.90310915881
MK 76.234,Miloš Kaplan,astrophytum myriostigma,"South of Jaumave, Tamaulipas, Mexico",NA,NA,NA,bcss,"Jaumave, Tamaulipas, Mexico",direction_only,23.4719813,-99.4263583
MK 83.251,Miloš Kaplan,astrophytum myriostigma,"North of Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direction_only,22.2571034,-99.8613755
MK 95.349,Miloš Kaplan,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MMR 226,Milan Majer,astrophytum myriostigma v. strongylogonum,"Las Tablas, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MZ 1103,Milan Zachar,astrophytum myriostigma v. strongylogonum fma. nudum,"Nunez, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Nunez, San Luis Potosí, Mexico",direct,22.6885734,-100.505316
MZ 1112,Milan Zachar,astrophytum myriostigma,"Presa de Guadalupe, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Presa de Guadalupe, San Luis Potosí, Mexico",direct,22.859444,-100.1508953
MZ 1190,Milan Zachar,astrophytum myriostigma,"San Antonio, Tamaulipas, Mexico",NA,NA,NA,bcss,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
MZ 142,Milan Zachar,astrophytum myriostigma fma. quadricosta,"Jaumave, Tamaulipas, Mexico",NA,NA,NA,bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
MZ 147B,Milan Zachar,astrophytum myriostigma,"Guadalcazar I, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Guadalcazar, San Luis Potosí, Mexico",direct,22.9009999,-100.2957141
MZ 149,Milan Zachar,astrophytum myriostigma,"Guadalcazar II, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Guadalcazar, San Luis Potosí, Mexico",direct,22.9009999,-100.2957141
MZ 167,Milan Zachar,astrophytum myriostigma fma. columnare,"Miquihuana III, Tamaulipas, Mexico",NA,NA,NA,bcss,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
MZ 169B,Milan Zachar,astrophytum myriostigma,"Huizache II, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Entronque Huizache, San Luis Potosí, Mexico",direct,22.149808894447,-100.90310915881
MZ 225,Milan Zachar,astrophytum myriostigma,"Huizache II, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Entronque Huizache, San Luis Potosí, Mexico",direct,22.149808894447,-100.90310915881
MZ 227,Milan Zachar,astrophytum myriostigma,"Huizache III, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Entronque Huizache, San Luis Potosí, Mexico",direct,22.149808894447,-100.90310915881
MZ 232,Milan Zachar,astrophytum myriostigma,"Tula, Tamaulipas, Mexico",NA,NA,NA,bcss,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
MZ 264,Milan Zachar,astrophytum myriostigma fma. columnare,"Miquihuana III, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
MZ 343,Milan Zachar,astrophytum myriostigma,"San Francisco, San Luis Potosi, Mexico",NA,NA,NA,bcss,"San Francisco, San Luis Potosí, Mexico",direct,23.3037986,-101.4231223
MZ 347,Milan Zachar,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MZ 352,Milan Zachar,astrophytum myriostigma,"Lazaro Cardenas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Lazaro Cardenas, San Luis Potosí, Mexico",direct,21.3980992,-98.6873504
MZ 451,Milan Zachar,astrophytum myriostigma,"Doctor Arroyo, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Doctor Arroyo, Nuevo Leon, Mexico",direct,23.8042046,-100.2256635
MZ 460,Milan Zachar,astrophytum myriostigma,"Charco Blanco, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Charco Blanco, San Luis Potosí, Mexico",direct,22.6295776,-100.5198234
MZ 464,Milan Zachar,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MZ 468,Milan Zachar,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MZ 469,Milan Zachar,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MZ 473,Milan Zachar,astrophytum myriostigma,"La Paloma, San Luis Potosi, Mexico",NA,NA,NA,bcss,"La Paloma, San Luis Potosí, Mexico",direct,21.6704219,-99.1411068
MZ 581,Milan Zachar,astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
MZ 589,Milan Zachar,astrophytum myriostigma,"Villa Juarez, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Villa Juarez, San Luis Potosí, Mexico",direct,22.2920741,-100.2195026
MZ 617,Milan Zachar,astrophytum myriostigma,"Noria de las Flores I, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Noria de las Flores, San Luis Potosí, Mexico",direct,22.789464,-100.5555395
