field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
KBC 956,"Petr Kupčák
Josef Bis",eulychnia taltalensis,"Right side of road, Route 5 North, Taltal City, Antofagasta, Chile",293m,2008,"Long, brown to black spined form",bcss,"Ruta 5, Taltal, Antofagasta, Chile",direct,-25.2461856,-69.0810752
KK 1278,Karel Kníže,eulychnia taltalensis,"Taltal, Chile",300-500m,NA,NA,bcss,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
PH 252.6,Paul Hoxey,eulychnia taltalensis,"Quebrada Botija, Antofagasta, Chile",400-480m,10-Feb-01,NA,bcss,"Quebrada Botija, Antofagasta, Chile",direct,-24.497234,-70.5193899
PH 253.3,Paul Hoxey,eulychnia taltalensis,"Between Caleta Botija and Punta Plata, Antofagasta, Chile",60-250m,11-Feb-01,NA,bcss,"Caleta Botija, Antofagasta, Chile",direct,-24.5025488,-70.5586759
PH 254.3,Paul Hoxey,eulychnia taltalensis,"Between Punta Plata and Paposo, Antofagasta, Chile",10m,11-Feb-01,NA,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 255.2,Paul Hoxey,eulychnia taltalensis,"Between Punta Plata and Paposo, Antofagasta, Chile",40m,11-Feb-01,NA,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 256.2,Paul Hoxey,eulychnia taltalensis,"Hills above Paposo, Antofagasta, Chile",530-720m,11-Feb-01,NA,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 258.3,Paul Hoxey,eulychnia taltalensis,"South side of Quebrada de San Ramón, Antofagasta, Chile",300-720m,12-Feb-01,NA,bcss,"Quebrada San Ramon, Antofagasta, Chile",direct,-25.3814545,-70.4531054
PH 259.3,Paul Hoxey,eulychnia taltalensis,"Estación Breas, Antofagasta, Chile",660-880m,13-Feb-01,NA,bcss,"Estacion Breas, Antofagasta, Chile",direct,-25.5060472,-70.4047966
PH 260.3,Paul Hoxey,eulychnia taltalensis,"South of Taltal along coast, Antofagasta, Chile",70-160m,13-Feb-01,NA,bcss,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
PH 442.6,Paul Hoxey,eulychnia taltalensis,"Quebrada Botija, Antofagasta, Chile",110-650m,21-Nov-02,Same locality as PH252,bcss,"Quebrada Botija, Antofagasta, Chile",direct,-24.497234,-70.5193899
PH 443.3,Paul Hoxey,eulychnia taltalensis,"Quebrada Iscuña, Antofagasta, Chile",80-400m,22-Nov-02,NA,bcss,"Quebrada Iscuna, Antofagasta, Chile",direct,-24.5277202,-70.4299846
PH 445.3,Paul Hoxey,eulychnia taltalensis,"Between Punta Plata and Paposo, Antofagasta, Chile",70m,22-Nov-02,Same locality as PH255,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 446.4,Paul Hoxey,eulychnia taltalensis,"Hills above Paposo, Antofagasta, Chile",630-730m,22-Nov-02,Same locality as PH256,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 447.3,Paul Hoxey,eulychnia taltalensis,"Hills above Paposo, Antofagasta, Chile",780m,23-Nov-02,NA,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 448.3,Paul Hoxey,eulychnia taltalensis,"Coast North of Taltal, Antofagasta, Chile",30m,23-Nov-02,NA,bcss,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
PH 449.8,Paul Hoxey,eulychnia taltalensis,"Quebrada de San Ramón, Antofagasta, Chile",260-920m,23-Nov-02,Same locality as PH258,bcss,"Quebrada San Ramon, Antofagasta, Chile",direct,-25.3814545,-70.4531054
PH 656.5,Paul Hoxey,eulychnia taltalensis,"Punta Tragagente, quebrada North of Botija, Antofagasta, Chile",440m,22-Nov-06,NA,bcss,"Quebrada Botija, Antofagasta, Chile",direct,-24.497234,-70.5193899
PH 658.5,Paul Hoxey,eulychnia taltalensis,"Quebrada Iscuña, Antofagasta, Chile",410-970m,23-Nov-06,NA,bcss,"Quebrada Iscuna, Antofagasta, Chile",direct,-24.5277202,-70.4299846
PH 659.3,Paul Hoxey,eulychnia taltalensis,"North of Caleta Olivia, North of Taltal, Antofagasta, Chile",270m,24-Nov-06,NA,bcss,"Caleta Olivia, Antofagasta, Chile",direct,-25.27041,-70.44593
PH 660.5,Paul Hoxey,eulychnia taltalensis,"Coastal hills North of Paposo, Antofagasta, Chile",1220m,24-Nov-06,NA,bcss,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 662.3,Paul Hoxey,eulychnia taltalensis,"Quebrada Bandurrias, South of Paposo, Antofagasta, Chile",770-860m,25-Nov-06,NA,bcss,"Quebrada Bandurrias, Antofagasta, Chile",direct,-25.1903497,-70.3488115
PH 663.4,Paul Hoxey,eulychnia taltalensis,"Quebrada Agua de Cascabeles, Antofagasta, Chile",560-780m,26-Nov-06,NA,bcss,"Quebrada Agua de Cascabeles, Antofagasta, Chile",direct,-25.2803207,-70.3290791
PH 664.3,Paul Hoxey,eulychnia taltalensis,"Quebrada Taltal, inland from Taltal, Antofagasta, Chile",560m,26-Nov-06,NA,bcss,"Quebrada Taltal, Antofagasta, Chile",direct,-25.45594,-70.2994601
PH 665.4,Paul Hoxey,eulychnia taltalensis,"Quebrada de San Ramón, Antofagasta, Chile",30-580m,27-Nov-06,NA,bcss,"Quebrada San Ramon, Antofagasta, Chile",direct,-25.3814545,-70.4531054
RAP 321,Raimondo Paladini,eulychnia taltalensis,"Taltal, Monte Perales, II Region de Antofagasta, Chile",500 m,Jan / Feb 2014,NA,bcss,"Monte Perales, Taltal, Antofagasta, Chile",direct,-25.03514,-70.47454
RD 53,Rodrigo Dacal Barlow,eulychnia taltalensis,"North of Taltal, II, Chile",10-100m,15/02/2011,NA,bcss,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
"GC 296,02",Graham Charles,Eulychnia taltalensis,Chile :  (N. Paposo),NA,NA,NA,clcactus,"Paposo, Antofagasta, Chile",direction_only,-25.0094441,-70.4653417
"GC 298,03",Graham Charles,Eulychnia taltalensis,Chile :  (San Ramon Valley),NA,NA,NA,clcactus,"Quebrada San Ramon, Antofagasta, Chile",direct,-25.3814545,-70.4531054
"GC 299,02",Graham Charles,Eulychnia taltalensis,Chile :  (Above Paposo),NA,NA,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
"GC 300,03",Graham Charles,Eulychnia taltalensis,Chile :  (Above Paposo),NA,NA,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
"GC 301,03",Graham Charles,Eulychnia taltalensis,Chile :  (Above Paposo),NA,NA,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
"GC 305,02",Graham Charles,Eulychnia taltalensis,Chile :  (Breas),NA,NA,NA,clcactus,"Las Breas, Antofagasta, Chile",direct,-25.5644609,-70.3757238
"GC 730,03",Graham Charles,Eulychnia taltalensis,Chile :  (North of Taltal),NA,NA,NA,clcactus,"Taltal, Antofagasta, Chile",direction_only,-25.4078293,-70.4858424
"GC 733,02",Graham Charles,Eulychnia taltalensis,Chile :  (North of Paposo),NA,NA,NA,clcactus,"Paposo, Antofagasta, Chile",direction_only,-25.0094441,-70.4653417
"GC 734,02",Graham Charles,Eulychnia taltalensis,Chile :  (Above Paposo),NA,NA,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
"GC 737,05",Graham Charles,Eulychnia taltalensis,Chile :  (Botija Valley),NA,NA,NA,clcactus,"Quebrada Botija, Antofagasta, Chile",direct,-24.497234,-70.5193899
HNS 223,HNS,Eulychnia taltalensis,"Chile : Antofagasta (above Playa Sara, 49m)",NA,NA,NA,clcactus,"Playa Sara, Antofagasta, Chile",direct,-25.34203,-69.86705
HNS 225,HNS,Eulychnia taltalensis,"Chile : Antofagasta (Reserva Nacional Poposo, 600m)",NA,NA,NA,clcactus,"Reserva Nacional Paposo, Antofagasta, Chile",direct,-23.580389497864,-70.384389828375
HNS 228,HNS,Eulychnia taltalensis,"Chile : Antofagasta (Santunario Lidia Escobar Negra, 411m)",NA,NA,NA,clcactus,"Santuario Lidia Escobar Negra, Antofagasta, Chile",direct,-23.6266015,-70.390128
JN 854,Jan Novák,Eulychnia taltalensis,"Chile : Antofagasta (above Playa Sara, 49 m)",NA,2012,NA,clcactus,"Playa Sara, Antofagasta, Chile",direct,-25.34203,-69.86705
JN 856,Jan Novák,Eulychnia taltalensis,"Chile : Antofagasta (Rezerva Nacional Paposo, 600 m)",NA,2012,NA,clcactus,"Reserva Nacional Paposo, Antofagasta, Chile",direct,-23.580389497864,-70.384389828375
JN 862,Jan Novák,Eulychnia taltalensis,"Chile : Antofagasta (Santunario Lidia Escobar Negra, 411 m)",NA,2012,NA,clcactus,"Santuario Lidia Escobar Negra, Antofagasta, Chile",direct,-23.6266015,-70.390128
JN 1319,Jan Novák,Eulychnia taltalensis,"Chile : Antofagasta (Ruta 1 Paposo->Blanco Encalada, 48 m)",NA,2015,NA,clcactus,"Ruta 1, Paposo to Blanco Encalada, Antofagasta, Chile",direct,-23.762068831329,-70.466854254092
JN 1701,Jan Novák,Eulychnia taltalensis,Chile : Antofagasta (Paposo - Blanco Encalada),NA,2018,NA,clcactus,"Ruta 1, Paposo to Blanco Encalada, Antofagasta, Chile",direct,-23.762068831329,-70.466854254092
JN 2683,Jan Novák,Eulychnia taltalensis,Chile : Antofagasta (Quebrada Matancilla),NA,2024,NA,clcactus,"Quebrada Matancilla, Antofagasta, Chile",direct,-22.6586056,-68.2325952
JN 2687,Jan Novák,Eulychnia taltalensis,Chile : Antofagasta (Quebrada Portezuelo),NA,2024,NA,clcactus,"Quebrada Portezuelo, Antofagasta, Chile",direct,-25.2852424,-70.1429772
JN 2694,Jan Novák,Eulychnia taltalensis,Chile : Antofagasta (Cerro Mont Perrales),NA,2024,NA,clcactus,"Cerro Monte Perales, Antofagasta, Chile",direct,-25.03514,-70.47454
KK 1278,Karel Kníže,Eulychnia taltalensis  Kníže n.n.,"Chile :  (Taltal,300m)",NA,NA,NA,clcactus,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
SV 90,Martin Švidrnoch,Eulychnia taltalensis,"Chile : Antofagasta (Ruta 1 Paposo->Blanco Encalada, 48 m)",NA,2015,NA,clcactus,"Ruta 1, Paposo to Blanco Encalada, Antofagasta, Chile",direct,-23.762068831329,-70.466854254092
PH 252.06,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada Botija, 400-480m)",NA,10/02/01,NA,clcactus,"Quebrada Botija, Antofagasta, Chile",direct,-24.497234,-70.5193899
PH 254.03,Paul Hoxey,Eulychnia taltalensis,"Between Punta Plata and Paposo, Antofagasta, Chile 10m",NA,11/02/01,NA,clcactus,"Punta Plata to Paposo, Antofagasta, Chile",direct,-25.0078338,-70.4647483
PH 255.02,Paul Hoxey,Eulychnia taltalensis,"Between Punta Plata and Paposo, Antofagasta, Chile 40m",NA,11/02/01,NA,clcactus,"Punta Plata to Paposo, Antofagasta, Chile",direct,-25.0078338,-70.4647483
PH 256.02,Paul Hoxey,Eulychnia taltalensis,"Hills above Paposo, Antofagasta, Chile 530-720m",NA,11/02/01,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 258.03,Paul Hoxey,Eulychnia taltalensis,"South side of Quebrada de San Ramón, Antofagasta, Chile 300-720m",NA,12/02/01,NA,clcactus,"Quebrada de San Ramón, Antofagasta, Chile",direct,-25.38226,-70.45201
PH 259.03,Paul Hoxey,Eulychnia taltalensis,"Estación Breas, Antofagasta, Chile 660-880m",NA,13/02/01,NA,clcactus,"Estación Breas, Antofagasta, Chile",direct,-25.5060472,-70.4047966
PH 260.03,Paul Hoxey,Eulychnia taltalensis,"South of Taltal along coast, Antofagasta, Chile 70-160m",NA,13/02/01,NA,clcactus,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
PH 442.06,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada Botija, 110-650m)",NA,21/11/02,Same locality as PH252,clcactus,"Quebrada Botija, Antofagasta, Chile",direct,-24.497234,-70.5193899
PH 443.03,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada Iscuña, 80-400m)",NA,22/11/02,NA,clcactus,"Quebrada Iscuña, Antofagasta, Chile",direct,-24.5277202,-70.4299846
PH 445.03,Paul Hoxey,Eulychnia taltalensis,"Between Punta Plata and Paposo, Antofagasta, Chile 70m",NA,22/11/02,Same locality as PH255,clcactus,"Punta Plata to Paposo, Antofagasta, Chile",direct,-25.0078338,-70.4647483
PH 446.04,Paul Hoxey,Eulychnia taltalensis,"Hills above Paposo, Antofagasta, Chile 630-730m",NA,22/11/02,Same locality as PH256,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 447.03,Paul Hoxey,Eulychnia taltalensis,"Hills above Paposo, Antofagasta, Chile 780m",NA,23/11/02,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 448.03,Paul Hoxey,Eulychnia taltalensis,"Coast North of Taltal, Antofagasta, Chile 30m",NA,23/11/02,NA,clcactus,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
PH 449.08,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada de San Ramón, 260-920m)",NA,23/11/02,Same locality as PH258,clcactus,"Quebrada de San Ramón, Antofagasta, Chile",direct,-25.38226,-70.45201
PH 656.05,Paul Hoxey,Eulychnia taltalensis,"Punta Tragagente, quebrada North of Botija, Antofagasta, Chile 440m",NA,22/11/06,NA,clcactus,"Punta Tragagente, Antofagasta, Chile",direct,-24.4519255,-70.5534268
PH 658.05,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada Iscuña, 410-970m)",NA,23/11/06,NA,clcactus,"Quebrada Iscuña, Antofagasta, Chile",direct,-24.5277202,-70.4299846
PH 659.03,Paul Hoxey,Eulychnia taltalensis,"North of Caleta Olivia, North of Taltal, Antofagasta, Chile 270m",NA,24/11/06,NA,clcactus,"Caleta Olivia, Taltal, Antofagasta, Chile",direct,-25.27041,-70.44593
PH 660.05,Paul Hoxey,Eulychnia taltalensis,"Coastal hills North of Paposo, Antofagasta, Chile 1220m",NA,24/11/06,NA,clcactus,"Paposo, Antofagasta, Chile",direct,-25.0094441,-70.4653417
PH 662.03,Paul Hoxey,Eulychnia taltalensis,"Quebrada Bandurrias, South of Paposo, Antofagasta, Chile 770-860m",NA,25/11/06,NA,clcactus,"Quebrada Bandurrias, Antofagasta, Chile",direct,-25.1903497,-70.3488115
PH 663.04,Paul Hoxey,Eulychnia taltalensis,"Quebrada Agua de Cascabeles, Antofagasta, Chile 560-780m",NA,26/11/06,NA,clcactus,"Quebrada Agua de Cascabeles, Antofagasta, Chile",direct,-25.2803207,-70.3290791
PH 664.03,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada Taltal, inland from Taltal, 560m)",NA,26/11/06,NA,clcactus,"Quebrada Taltal, Antofagasta, Chile",direct,-25.45594,-70.2994601
PH 665.04,Paul Hoxey,Eulychnia taltalensis,"Chile : 02 Antofagasta (Quebrada de San Ramón, 30-580m)",NA,27/11/06,NA,clcactus,"Quebrada de San Ramón, Antofagasta, Chile",direct,-25.38226,-70.45201
KP 956,Petr Kupcak,Eulychnia taltalensis,"Chile : Antofagasta (Taltal City back to Ruta 5 Norte , off road right side 293 m)",NA,2008,LONG BROWN TILL BLACK SPINY FORM,clcactus,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
KBC 956,Petr Kupcak + Josef Bis,Eulychnia taltalensis,"Chile : Antofagasta (Taltal City back to Ruta 5 Norte , off road right side 293 m)",NA,2008,LONG BROWN TILL BLACK SPINY FORM,clcactus,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
RAP 321,Raimondo Paladini,Eulychnia taltalensis,"Chile : Antofagasta (Taltal, Monte Perales 500 mt)",NA,jan.- feb. 2014.,NA,clcactus,"Cerro Monte Perales, Antofagasta, Chile",direct,-25.03514,-70.47454
RD 53,Rodrigo Dacal Barlow,Eulychnia taltalensis,"Chile : Antofagasta II (norte taltal, 10-100 m)",NA,15/02/2011,NA,clcactus,"Taltal, Antofagasta, Chile",direct,-25.4078293,-70.4858424
